exact_merge_group_id,exact_merge_group_name,ministry,catalog,n_rows,header_signature,sample_titles
794,Public Amenities : Aizawl,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Mizoram, Aizawl",Public Amenities : Aizawl,2,"City Name,Zone Name,Ward Name,Ward No,No. of Public Primary Schools,No. of Public Secondary Schools,No. of Public Higher Secondary Schools,No. of kindergartens,No of Schools for Specially Abled Blind / Deaf / Autistic ,No. of Graduation Colleges,No. of Post Graduation Colleges,No. of Public Toilets,No. of Dispensaries / Primary Hospitals,No. of Public Hospitals,No. of Libraries,No. of Community Centers,No. of Parks and Gardens,No. of Aadhar Enrollment centers,No. of Licensed Hawkers",Public Amenities : Aizawl : 2018 | Public Amenities : Aizawl : 2018
795,Dogs Vaccinated Kohima,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Nagaland, Kohima",Dogs Vaccinated Kohima,2,"City,Ward Number,Total Dogs Vaccinated 201819,Total Dogs Vaccinated 201920",Dogs Vaccinated Kohima 2018-2019 | Dogs Vaccinated Kohima 2019-2020
796,unemployment rate Amritsar,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Punjab, Amritsar",Unemployment Rate Amritsar ,2,"City Name,Zone Name,Ward Name,Ward No.,No. of unemployed persons seeking or available for work,No. of employed persons,Total labour force in the city age 1559 Employed  Unemployed Persons",unemployment rate Amritsar 2018 - 2019 | unemployment rate Amritsar 2018 to 2019
797,Electricity Consumption Jaipur,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Rajasthan, Jaipur",Electricity Consumption Jaipur,2,"City Name,Consumption of Electricity in lakh unitsDomestic purpose,Consumption of Electricity in lakh unitsCommercial purpose,Consumption of Electricity in lakh unitsIndustry purpose,Consumption of Electricity in lakh unitsPublic Water Work  Street Light,Consumption of Electricity in lakh unitsOthers,Consumption of Electricity in lakh unitsTotal Consumption",Electricity Consumption Jaipur - 2018 | Electricity Consumption Jaipur 2018
798,Electricity Consumption: Udaipur,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Rajasthan, Udaipur",Electricity Consumption: Udaipur ,2,"City Name,Consumption of Electricity in lakh units Domestic purpose,Consumption of Electricity in lakh units Commercial purpose,Consumption of Electricity in lakh units Industry purpose,Consumption of Electricity in lakh units Public Water Work  Street Light,Consumption of Electricity in lakh units Others,Consumption of Electricity in lakh units Total Consumption",Electricity Consumption: Udaipur 2018	  | Electricity Consumption: Udaipur 2018
799,"Solid Waste Generated, Collected, Processed Data :udaipur","Ministry of Housing and Urban Affairs, Smart Cities Mission, Rajasthan, Udaipur","Solid Waste Generated, Collected, Processed Data : Udaipur	",2,"City Name,Zone Name,Ward Name,Ward No.,Total Population in thousands,Total quantum of MSW generated in the city in Metric tonnes 201516,Total quantum of MSW generated in the city in Metric tonnes 201617,Total quantum of MSW generated in the city in Metric tonnes 201718,Total quantum of MSW collected by the ULB or private operator in Metric tonnes 201516,Total quantum of MSW collected by the ULB or private operator in Metric tonnes 201617,Total quantum of MSW collected by the ULB or private opera","Solid Waste Generated, Collected, Processed Data :udaipur 2015 to 2018	 | Solid Waste Generated, Collected, Processed Data :udaipur 2015 to 2018	"
800,Solid Waste Ward wise Seggeration Data : Coimbatore,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Tamil Nadu, Coimbatore",Solid Waste Management : Coimbatore,2,"City Name,Zone Name,Ward name,Number of HH,Waste quantity Tonnes Per Day,No. of Households with waste segregation",Solid Waste Ward wise Seggeration Data : Coimbatore : as on jan 2019 | Solid Waste Ward wise Seggeration Data : Coimbatore : 2018
801,Signalized Intersections : Coimbatore,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Tamil Nadu, Coimbatore",Traffic : Coimbatore,2,"City Name,Zone Name,Ward Name,Ward No.,No. of intersections / junctions,Total number of operational signalized intersections,,,,,,,",Signalized Intersections : Coimbatore : 2018 2019 | Signalized Intersections : Coimbatore as on jan 2019
802,Buses : Warangal,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Telangana, Greater Warangal",Buses : Warangal,2,"City Name,Population 2011,Year,Presence of organized bus transport system Y/N,No. of Bus Service Providers,Total No. of Buses plying within the city,No. of Bus Stops that are disable friendly",Buses : Warangal : 2015 to 2018 | Buses : Warangal : 2015 : 2016 : 2017 : 2018
803,Citizen Facilitation Centers : Warangal,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Telangana, Greater Warangal",Citizen Facilitation Centers : Warangal,2,"City Name,Zone Name,Ward Name,Ward No,Name and Address,Staff Count  Deployed,Total No. Citizen Services available,Facilities for Specially Abled Person available Yes / No,Drinking Water available Yes / No,Digital Payments Modes and Channels available Yes / No,Average Monthly Footfall,Self Service Kiosk Available Yes / No,WiFi Availability Yes / No,Queue Management System available Yes / No,HelpDesk Services available Yes / No",Citizen Facilitation Centers : Warangal : As On Jan 2019 | Citizen Facilitation Centers : Warangal : 2019
804,City Profile : Warangal,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Telangana, Greater Warangal",City Profile : Warangal,2,"City Name,Zone Name,Ward Name,Ward No.,Area in sq km,Total Population in thousands,Population  Male in thousands,Population  female in thousands,population  children aged 014 in thousands,Population  youth aged 1524 in thousands,Population  adults aged 2560 in thousands,Population  Senior citizens aged 60 in thousands",City Profile : Warangal : As on Jan 2019 | City Profile : Warangal : 2019
805,Children Facilities Provision: lucknow,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Uttar Pradesh, Lucknow",ITC Neighbourhood : Lucknow,2,"City Name,Zone Name,Ward name,Ward No.,Population in the age group of 06 years in thousands,Whether city level master plan standards for housing include facilities for children at the neighbourhood level Y/N,No. of parks with free basic facilties like public drinking water toilets and other facilities for families in neighbourhood,No. of properties having access to toilets within walking distance,Number of anganwadi centres in the city",Children Facilities Provision: lucknow : As on Jan 2019 | Children Facilities Provision: lucknow : As on Jan 2019
806,Public Toilets Data: Lucknow,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Uttar Pradesh, Lucknow",Water & Sanitation: Lucknow,2,"City Name,Zone Name,Ward Name,Ward No.,Total number of households HH,HH part of the city sewerage network,Number of Households with toilets,Number of free public toilets  Female,Number of free public toilets  Male,Number of paid public toilets  Female,Number of paid public toilets  Male",Public Toilets Data: Lucknow : As on Jan 2019 | Public Toilets Data: Lucknow : As on Jan 2019
163,Higher secondary examination pass percentage,"Ministry of Education, Department of Higher Education",Higher secondary examination pass percentage,2,"Year,All Categories  Boys,All Categories  Girls,All Categories  Total,Scheduled Caste  Boys,Scheduled Caste  Girls,Scheduled Caste  Total,Scheduled Tribe  Boys,Scheduled Tribe  Girls,Scheduled Tribe  Total",Higher secondary examination pass percentage during 2005 - 2009 | Higher secondary examination pass percentage during 2005-2010
808,Environment of Varanasi,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Uttar Pradesh, Varanasi",Environment:Varanasi City,2,"City Name,Month Year,Monthly mean/average concentration  PM2.5,Monthly mean concentration  PM10,Monthly mean concentration  NO2,Monthly mean concentration  SO2,Monthly mean concentration  O3,No of AQM Sensors / Environmental sensors deployed,,,,,,,,,,,,,,,,,",Environment of Varanasi 2017-18 | Environment of Varanasi 2017-18
809,Mortality Rate of Varanasi,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Uttar Pradesh, Varanasi",Mortality Rate:Varanasi City,2,"City Name,Total No. of Live Births in Thousands201314,Total No. of Live Births in Thousands201415,Total No. of Live Births in Thousands201516,Total No. of Live Births in Thousands201617,Total No. of Live Births in Thousands201718,No. of Deaths  Total in Thousands201314,No. of Deaths  Total in Thousands201415,No. of Deaths  Total in Thousands201516,No. of Deaths  Total in Thousands201617,No. of Deaths  Total in Thousands201718,No. of Deaths  Male in Thousands201314,No. of Deaths  Male in Thousand",Mortality Rate of Varanasi 2013-18 | Mortality Rate of Varanasi 2013-18
164,State-wise number of colleges by recognition,"Ministry of Education, Department of Higher Education",Institutions (AISHE Survey),2,"State,University Grants Commission,Indian Nursing Council,National Council of Teacher Education,Rehabilitation Council of India,Medical Council of India,All India Council for Technical Education,Dental Council of India,Council of Architecture,Pharmacy Council of India,Bar Council of India,Central Council of Indian Medicin,Central Council of Homeopathy,Others,Total",State-wise number of colleges by recognition - 2011-2012 | State-wise number of colleges by recognition - 2012-2013
165,State-wise number of university offering education through distance mode,"Ministry of Education, Department of Higher Education",Institutions (AISHE Survey),2,"State,Central Open University,State Open University,State Private Open University,University Offering Education Through Distance Mode,Total",State-wise number of university offering education through distance mode - 2011-2012 | State-wise number of university offering education through distance mode - 2012-2013
166,Number of institutions by specialization,"Ministry of Education, Department of Higher Education",Institutions (AISHE Survey),2,"State,University  General,University  Agriculture,University  Medical,University  Law,University  Technical,University  Veterinary,University  Others,University  Total,University  Women Out of Total,College/Recognised Institution  General,College/Recognised Institution  Agriculture,College/Recognised Institution  Medical,College/Recognised Institution  Law,College/Recognised Institution  Technical,College/Recognised Institution  Veterinary,College/Recognised Institution  Others,College/Recognise",Number of institutions by specialization - 2011-2012 | Number of institutions by specialization - 2012-2013
167,State-wise number of institutions,"Ministry of Education, Department of Higher Education",Institutions (AISHE Survey),2,"State,University  Central University,University  State Public University,University  State Private University,University  Deemed University Government,University  Deemed University Government Aided,University  Deemed UniversityPrivate,University  Institute of National Importance,University  Institute under State Legislature Act,University  Central Open University,University  State Open University,University  State Private Open University,University  Others,University  Total,College/Recognised In",State-wise number of institutions - 2011-2012 | State-wise number of institutions - 2012-2013
168,State-wise number of institutions for rural,"Ministry of Education, Department of Higher Education",Institutions (AISHE Survey),2,"State,University  Central University,University  State Public University,University  State Private University,University  Deemed University Government,University  Deemed University Government Aided,University  Deemed UniversityPrivate,University  Institute of National Importance,University  Institute under State Legislature Act,University  Central Open University,University  State Open University,University  State Private Open University,University  Others,University  Total,College/Recognised In",State-wise number of institutions for rural - 2011-2012 | State-wise number of institutions for rural - 2012-2013
