Collection,n_rows,flags,contrasting_or_subset,n_unexplained_tokens,unexplained_tokens,n_states,merge_add_columns,sample_titles
ICAR Publication Repository as on Date: Central Coastal Agricultural Research Institute Collection,2,unexplained,,2,coastal island,0,,ICAR Publication Repository as on Date: Central Island Agricultural Research Institute Collection | ICAR Publication Repository as on Date:  Central Coastal Agricultural Research Institute Collection
ICAR Publication Repository as on Date: ATARI-Umiam Collection,2,unexplained,,2,collection collectionv1,0,,ICAR Publication Repository as on Date: ATARI-Umiam Collection | ICAR Publication Repository as on Date: ATARI-Umiam Collectionv1
Fleet Strength and Utilisation of Aircraft by All Scheduled Indian Airlines,4,unexplained,,2,indian national,0,,Fleet Strength and Utilisation of Aircraft by All Scheduled Indian Airlines from 2007-08 to 2015-16 | Fleet Strength and Utilisation of Aircraft by Scheduled National Airlines from 2007-08 to 2015-16
Monthly Traffic and operating Statistics of Scheduled NationalAirlines on scheduled Domestic Services,3,unexplained,,2,domestic international,0,,Monthly Traffic and operating Statistics of Scheduled NationalAirlines on scheduled Domestic Services during 2016-17 | Monthly Traffic and operating Statistics of Scheduled NationalAirlines on scheduled International Services during 2016-17
Annual Comparative Statement of Traffic on Domestic scheduled Services of Scheduled NationalAirlines,3,unexplained,,2,domestic international,0,,Annual Comparative Statement of Traffic on Domestic scheduled Services of Scheduled NationalAirlines from 2014-15 to 2016-17 | Annual Comparative Statement of Traffic on International scheduled Services of Scheduled NationalAirlines from 2014-15 to 2016-17
Year-wise Details of Annual Traffic and operating Statistics on Domestic scheduled Services of Scheduled NationalAirlines,3,unexplained,,2,domestic international,0,,Year-wise Details of Annual Traffic and operating Statistics on Domestic scheduled Services of Scheduled NationalAirlines from 2007-08 to 2016-17 | Year-wise Details of Annual Traffic and operating Statistics on International scheduled Services of Scheduled NationalAirlines from 2007-08 to 2016-17
Year-wise Selected Traffic Coefficients of scheduled Commercial Traffic Carried by Scheduled NationalAirlines,2,unexplained,,2,nationalairlines privateairlines,0,,Year-wise Selected Traffic Coefficients of scheduled Commercial Traffic Carried by Scheduled NationalAirlines from 2009-10 to 2016-17 | Year-wise Selected Traffic Coefficients of scheduled Commercial Traffic Carried by Scheduled PrivateAirlines from 2009-10 to 2016-17
Monthly Traffic and operating Statistics of Scheduled PrivateAirlines on scheduled Domestic Services,3,unexplained,,2,domestic international,0,,Monthly Traffic and operating Statistics of Scheduled PrivateAirlines on scheduled Domestic Services during 2016-17 | Monthly Traffic and operating Statistics of Scheduled PrivateAirlines on scheduled International Services during 2016-17
Annual Comparative Statement of Traffic on Domestic scheduled Services of Scheduled PrivateAirlines,3,unexplained,,2,domestic international,0,,Annual Comparative Statement of Traffic on Domestic scheduled Services of Scheduled PrivateAirlines from 2014-15 to 2016-17 | Annual Comparative Statement of Traffic on International scheduled Services of Scheduled PrivateAirlines from 2014-15 to 2016-17
Year-wise Details of Annual Traffic and operating Statistics on Domestic scheduled Services of Scheduled PrivateAirlines,3,unexplained,,2,domestic international,0,,Year-wise Details of Annual Traffic and operating Statistics on Domestic scheduled Services of Scheduled PrivateAirlines from 2007-08 to 2016-17 | Year-wise Details of Annual Traffic and operating Statistics on International scheduled Services of Scheduled PrivateAirlines from 2007-08 to 2016-17
Monthly Traffic and Operating Statistics of All Scheduled Indian Airlines on Scheduled Domestic Services (schema 2),3,unexplained,,2,domestic international,0,,Monthly Traffic and operating Statistics of All Scheduled Indian Airlines on scheduled Domestic Services during 2016-17 | Monthly Traffic and operating Statistics of All Scheduled Indian Airlines on scheduled International Services during 2016-17
Annual Comparative Statement of Traffic on Domestic Scheduled Services of All Scheduled Indian Airlines (schema 2),3,unexplained,,2,domestic international,0,,Annual Comparative Statement of Traffic on Domestic scheduled Services of All Scheduled Indian Airlines from 2014-15 to 2016-17 | Annual Comparative Statement of Traffic on International scheduled Services of All Scheduled Indian Airlines from 2014-15 to 2016-17
Details of Annual Traffic and Operating Statistics on Domestic Scheduled Services of All Scheduled Indian Airlines (schema 2),3,unexplained,,2,domestic international,0,,Year-wise Details of Annual Traffic and operating Statistics on Domestic scheduled Services of All Scheduled Indian Airlines from 2007-08 to 2016-17 | Year-wise Details of Annual Traffic and operating Statistics on International scheduled Services of All Scheduled Indian Airlines from 2007-08 to 2016-17
India's Export data for Principal Commodity of April to August 2014 and April to August,2,unexplained,,2,export import,1,,India's Export data for Principal Commodity of April to August 2014 and April to August 2013 | India's Import data for Principal Commodity of April to August 2014 and April to August 2013
Export data of major commodities through Port AHMEDABAD AIR CARGO COMPLEX,2,unexplained,,2,export import,0,,Export data of major commodities through Port AHMEDABAD AIR CARGO COMPLEX for the year 2012-13 and 2013-14 | Import data of major commodities through Port AHMEDABAD AIR CARGO COMPLEX for the year 2012-13 and 2013-14
Export data of major commodities through Port BANGALORE AIRPORT,2,unexplained,,2,export import,0,,Export data of major commodities through Port BANGALORE AIRPORT for the year 2012-13 and 2013-14 | Import data of major commodities through Port BANGALORE AIRPORT for the year 2012-13 and 2013-14
Export data of major commodities through Port CFS PATPARGANJ,2,unexplained,,2,export import,0,,Export data of major commodities through Port CFS PATPARGANJ for the year 2012-13 and 2013-14 | Import data of major commodities through Port CFS PATPARGANJ for the year 2012-13 and 2013-14
Export data of major commodities through Port CFS STARTRACK DADRI,2,unexplained,,2,export import,0,,Export data of major commodities through Port CFS STARTRACK DADRI for the year 2012-13 and 2013-14 | Import data of major commodities through Port CFS STARTRACK DADRI for the year 2012-13 and 2013-14
Export data of major commodities through Port CGML DADRI,2,unexplained,,2,export import,0,,Export data of major commodities through Port CGML DADRI for the year 2012-13 and 2013-14 | Import data of major commodities through Port CGML DADRI for the year 2012-13 and 2013-14
Export data of major commodities through Port COCHIN AIRPORT,2,unexplained,,2,export import,0,,Export data of major commodities through Port COCHIN AIRPORT for the year 2012-13 and 2013-14 | Import data of major commodities through Port COCHIN AIRPORT for the year 2012-13 and 2013-14
Export data of major commodities through Port ICD FARIDABAD,2,unexplained,,2,faridabad hyderabad,0,,Export data of major commodities through Port ICD FARIDABAD for the year 2012-13 and 2013-14 | Export data of major commodities through Port ICD HYDERABAD for the year 2012-13 and 2013-14
Export data of major commodities through Port MUNDRA,2,unexplained,,2,export import,0,,Export data of major commodities through Port MUNDRA for the year 2012-13 and 2013-14 | Import data of major commodities through Port MUNDRA for the year 2012-13 and 2013-14
Export data of major commodities through Port NHAVA SHEVA SEA,2,unexplained,,2,export import,0,,Export data of major commodities through Port NHAVA SHEVA SEA for the year 2012-13 and 2013-14 | Import data of major commodities through Port NHAVA SHEVA SEA for the year 2012-13 and 2013-14
Export data of major commodities through Port PETRAPOLE LAND,2,unexplained,,2,export import,0,,Export data of major commodities through Port PETRAPOLE LAND for the year 2012-13 and 2013-14 | Import data of major commodities through Port PETRAPOLE LAND for the year 2012-13 and 2013-14
Export data of major commodities through Port PIPAVAB(VICYOR),2,unexplained,,2,export import,0,,Export data of major commodities through Port PIPAVAB(VICYOR) for the year 2012-13 and 2013-14 | Import data of major commodities through Port PIPAVAB(VICYOR) for the year 2012-13 and 2013-14
Export data of major commodities through Port RAXAUL LAND,2,unexplained,,2,export import,0,,Export data of major commodities through Port RAXAUL LAND for the year 2012-13 and 2013-14 | Import data of major commodities through Port RAXAUL LAND for the year 2012-13 and 2013-14
Export data of major commodities through Port TRIVANDRUM AIRPORT,2,unexplained,,2,export import,0,,Export data of major commodities through Port TRIVANDRUM AIRPORT for the year 2012-13 and 2013-14 | Import data of major commodities through Port TRIVANDRUM AIRPORT for the year 2012-13 and 2013-14
Export data of major commodities through Port VISAKHAPATNAM SEA,2,unexplained,,2,export import,0,,Export data of major commodities through Port VISAKHAPATNAM SEA for the year 2012-13 and 2013-14 | Import data of major commodities through Port VISAKHAPATNAM SEA for the year 2012-13 and 2013-14
"Export data of major commodities through Port ACC CALICUT,KARIPUR (COCHIN)",2,unexplained,,2,export import,0,,"Export data of major commodities through Port ACC CALICUT,KARIPUR (COCHIN) for the year 2012-13 and 2013-14 | Import data of major commodities through Port ACC CALICUT,KARIPUR (COCHIN) for the year 2012-13 and 2013-14"
Import data of major commodities through Port ICD FARIDABAD,2,unexplained,,2,faridabad hyderabad,0,,Import data of major commodities through Port ICD FARIDABAD for the year 2012-13 and 2013-14 | Import data of major commodities through Port ICD HYDERABAD for the year 2012-13 and 2013-14
Principal Commodity wise Export,16,unexplained,,2,export import,0,year,Principal Commodity wise Import for the year 2014-15 | Principal Commodity wise Import for the year 2015-16
District-wise Service Ready Gram Panchayat Status under BharatNet as on 30-11,7,unexplained,,2,service servise,0,year,District-wise Servise Ready Gram Panchayat Status under BharatNet as on 31-05-2023 | District-wise Servise Ready Gram Panchayat Status under BharatNet as on 30-06-2023
Daily retail price of Masoor Dal,2,unexplained,,2,masoor moong,0,year,Daily retail price of Masoor Dal upto April - 2015 | Daily retail price of Moong Dal upto April - 2015
Weekly retail price of Loose Salt,2,unexplained,,2,salt tea,0,year,Weekly retail price of Loose Salt upto 2012 | Weekly retail price of Tea Loose upto 2012
Daily wholesale price of Masoor Dal,2,unexplained,,2,masoor moong,0,year,Daily wholesale price of Masoor Dal upto April - 2015 | Daily wholesale price of Moong Dal upto April - 2015
